Statement,Header,Field Name,Field Value
Statement,Data,BrokerName,Interactive Brokers Canada Inc.
Statement,Data,BrokerAddress,"1800 McGill College Avenue, Suite 2106, Montreal, Quebec, Canada  H3A 3J6"
Statement,Data,Title,Activity Statement
Statement,Data,Period,"June 12, 2023"
Statement,Data,WhenGenerated,"2023-06-13, 07:04:08 EDT"
Account Information,Header,Field Name,Field Value
Account Information,Data,Name,John Smith
Account Information,Data,Account Alias,RRSP
Account Information,Data,Account,U1234567
Account Information,Data,Account Type,Individual
Account Information,Data,Customer Type,Registered Retirement Savings Plan
Account Information,Data,Account Capabilities,Cash
Account Information,Data,Base Currency,USD
Net Asset Value,Header,Asset Class,Prior Total,Current Long,Current Short,Current Total,Change
Net Asset Value,Data,Cash ,3627.065160875,4338.437672052,0,4338.437672052,711.372511177
Net Asset Value,Data,Stock,322389,324378,0,324378,1989
Net Asset Value,Data,Options,-51207.25,5024.65,-58716.82,-53692.17,-2484.92
Net Asset Value,Data,Dividend Accruals,275,192,0,192,-83
Net Asset Value,Data,Total,275083.815160875,333933.087672052,-58716.82,275216.267672052,132.452511177
Net Asset Value,Header,Time Weighted Rate of Return
Net Asset Value,Data,0.048149874%
Change in NAV,Header,Field Name,Field Value
Change in NAV,Data,Starting Value,275083.815160875
Change in NAV,Data,Mark-to-Market,113.07999368
Change in NAV,Data,Dividends,108
Change in NAV,Data,Change in Dividend Accruals,-83
Change in NAV,Data,Commissions,-5.6274825
Change in NAV,Data,Ending Value,275216.267672052
Mark-to-Market Performance Summary,Header,Asset Category,Symbol,Prior Quantity,Current Quantity,Prior Price,Current Price,Mark-to-Market P/L Position,Mark-to-Market P/L Transaction,Mark-to-Market P/L Commissions,Mark-to-Market P/L Other,Mark-to-Market P/L Total,Code
Mark-to-Market Performance Summary,Data,Stocks,NKE,100,100,105.8600,106.8300,97,0,0,0,97,CP
Mark-to-Market Performance Summary,Data,Stocks,NUE,100,100,145.5500,148.4800,293,0,0,0,293,
Mark-to-Market Performance Summary,Data,Stocks,NXPI,100,100,185.0000,189.3500,435,0,0,0,435,
Mark-to-Market Performance Summary,Data,Stocks,PARA,200,200,16.1000,16.5100,82,0,0,0,82,
Mark-to-Market Performance Summary,Data,Stocks,PHM,100,100,71.9900,72.9000,91,0,0,0,91,CP
Mark-to-Market Performance Summary,Data,Stocks,QQQM,100,100,145.7800,148.2700,249,0,0,0,249,
Mark-to-Market Performance Summary,Data,Stocks,SCHW,100,100,55.0000,53.9700,-103,0,0,0,-103,
Mark-to-Market Performance Summary,Data,Stocks,STLD,200,200,99.2200,101.0500,366,0,0,0,366,
Mark-to-Market Performance Summary,Data,Stocks,STNG,100,100,44.8400,44.1100,-73,0,0,0,-73,CP
Mark-to-Market Performance Summary,Data,Stocks,STX,100,100,60.8900,63.4100,252,0,0,0,252,CP
Mark-to-Market Performance Summary,Data,Stocks,TD,100,100,59.2700,58.9900,-28,0,0,0,-28,CP
Mark-to-Market Performance Summary,Data,Stocks,TGT,100,100,126.9900,126.4800,-51,0,0,108,57,CP
Mark-to-Market Performance Summary,Data,Stocks,TSM,100,100,102.8000,107.0600,426,0,0,0,426,CP
Mark-to-Market Performance Summary,Data,Stocks,XLK,100,100,166.0100,169.6200,361,0,0,0,361,
Mark-to-Market Performance Summary,Data,Stocks,XLY,100,100,161.2000,163.9700,277,0,0,0,277,
Mark-to-Market Performance Summary,Data,Total,,,,,,3635,28,-0.8916785,108,3770.1083215,
Mark-to-Market Performance Summary,Data,Equity and Index Options,APA 16JUN23 31 C,-1,-1,2.5777,2.2230,35.47,0,0,0,35.47,
Mark-to-Market Performance Summary,Data,Equity and Index Options,APA 16JUN23 35 P,1,1,1.8222,2.0712,24.9,0,0,0,24.9,
Mark-to-Market Performance Summary,Data,Equity and Index Options,BOH 16JUN23 30 C,-1,0,15.6911,15.4573,23.38,-51.27,-1.05155,0,-28.94155,CP
Mark-to-Market Performance Summary,Data,Equity and Index Options,BX 21JUL23 70 C,-1,-1,18.9342,20.6246,-169.04,0,0,0,-169.04,CP
Mark-to-Market Performance Summary,Data,Equity and Index Options,C 16JUN23 40 C,-1,-1,8.3758,8.5180,-14.22,0,0,0,-14.22,CP
Mark-to-Market Performance Summary,Data,Equity and Index Options,CMA 21JUL23 35 C,-1,-1,7.8896,6.8293,106.03,0,0,0,106.03,CP
Mark-to-Market Performance Summary,Data,Equity and Index Options,CVE 16JUN23 15 C,-2,-2,2.4117,1.7224,137.86,0,0,0,137.86,
Mark-to-Market Performance Summary,Data,Equity and Index Options,CVE 16JUN23 15 P,1,1,0.0500,0.0500,0,0,0,0,0,
Mark-to-Market Performance Summary,Data,Equity and Index Options,CWH 15SEP23 26 C,0,-1,--,3.7521,0,14.79,-1.05461,0,13.73539,CP
Mark-to-Market Performance Summary,Data,Equity and Index Options,DKS 16JUN23 110 C,-1,-1,25.8356,25.4534,38.22,0,0,0,38.22,CP
Mark-to-Market Performance Summary,Data,Equity and Index Options,DKS 16JUN23 122 C,-1,-1,13.8900,13.4640,42.6,0,0,0,42.6,CP
Mark-to-Market Performance Summary,Data,Equity and Index Options,DKS 16JUN23 130 P,1,1,0.6000,0.5000,-10,0,0,0,-10,
Mark-to-Market Performance Summary,Data,Equity and Index Options,EBAY 21JUL23 40 C,-1,-1,6.2272,5.5683,65.89,0,0,0,65.89,CP
Mark-to-Market Performance Summary,Data,Equity and Index Options,EQT 16JUN23 27 C,-1,-1,11.6208,11.3445,27.63,0,0,0,27.63,CP
Mark-to-Market Performance Summary,Data,Equity and Index Options,HAS 21JUL23 50 C,-1,-1,10.8725,12.2835,-141.1,0,0,0,-141.1,
Mark-to-Market Performance Summary,Data,Equity and Index Options,HP 16JUN23 32.5 C,-2,-2,2.4773,1.4681,201.84,0,0,0,201.84,
Mark-to-Market Performance Summary,Data,Equity and Index Options,HP 16JUN23 35 P,2,2,0.8970,1.5642,133.44,0,0,0,133.44,
Mark-to-Market Performance Summary,Data,Equity and Index Options,HPQ 16JUN23 27 C,-2,0,2.8041,3.4400,-127.18,24,-0.6581,0,-103.8381,
Mark-to-Market Performance Summary,Data,Equity and Index Options,HPQ 16JUN23 30 P,2,2,0.6437,0.2600,-76.74,0,0,0,-76.74,
Mark-to-Market Performance Summary,Data,Equity and Index Options,HPQ 18AUG23 27 C,0,-2,--,3.7726,0,-30.52,-0.668772,0,-31.188772,
Mark-to-Market Performance Summary,Data,Equity and Index Options,JWN 16JUN23 14.5 C,-2,-2,5.2489,5.7228,-94.78,0,0,0,-94.78,CP
Mark-to-Market Performance Summary,Data,Equity and Index Options,M 21JUL23 14 C,-2,-2,1.9189,2.2807,-72.36,0,0,0,-72.36,CP
Mark-to-Market Performance Summary,Data,Equity and Index Options,MSFT 21JUL23 205 C,-1,-1,123.6321,128.1855,-455.34,0,0,0,-455.34,
Mark-to-Market Performance Summary,Data,Equity and Index Options,MSFT 21JUL23 245 C,-1,-1,83.9813,88.5141,-453.28,0,0,0,-453.28,CP
Mark-to-Market Performance Summary,Data,Equity and Index Options,NKE 30JUN23 100 C,-1,-1,8.0983,8.8120,-71.37,0,0,0,-71.37,CP
Mark-to-Market Performance Summary,Data,Equity and Index Options,NUE 21JUL23 130 C,-1,-1,17.5655,19.8611,-229.56,0,0,0,-229.56,
Mark-to-Market Performance Summary,Data,Equity and Index Options,NUE 21JUL23 135 P,1,1,2.7400,2.0450,-69.5,0,0,0,-69.5,
Mark-to-Market Performance Summary,Data,Equity and Index Options,NXPI 16JUN23 140 C,-1,-1,45.0632,49.3500,-428.68,0,0,0,-428.68,
Mark-to-Market Performance Summary,Data,Equity and Index Options,PARA 16JUN23 14 C,-2,-2,2.1445,2.5165,-74.4,0,0,0,-74.4,
Mark-to-Market Performance Summary,Data,Equity and Index Options,PARA 16JUN23 17.5 P,2,2,1.4988,1.1322,-73.32,0,0,0,-73.32,
Mark-to-Market Performance Summary,Data,Equity and Index Options,PHM 21JUL23 65 C,-1,-1,7.7618,8.5134,-75.16,0,0,0,-75.16,CP
Mark-to-Market Performance Summary,Data,Equity and Index Options,QQQM 16JUN23 120 C,-1,-1,25.9728,28.3942,-242.14,0,0,0,-242.14,
Mark-to-Market Performance Summary,Data,Equity and Index Options,SCHW 16JUN23 47.5 C,-1,-1,7.5735,6.5474,102.61,0,0,0,102.61,
Mark-to-Market Performance Summary,Data,Equity and Index Options,SCHW 16JUN23 57.5 P,1,1,2.7196,3.6029,88.33,0,0,0,88.33,
Mark-to-Market Performance Summary,Data,Equity and Index Options,STLD 16JUN23 95 C,-2,-2,5.1757,6.5519,-275.24,0,0,0,-275.24,
Mark-to-Market Performance Summary,Data,Equity and Index Options,STLD 16JUN23 100 P,1,1,2.6022,1.6250,-97.72,0,0,0,-97.72,
Mark-to-Market Performance Summary,Data,Equity and Index Options,STLD 16JUN23 115 P,1,1,15.7942,13.9634,-183.08,0,0,0,-183.08,
Mark-to-Market Performance Summary,Data,Equity and Index Options,STNG 21JUL23 44 C,0,-1,--,2.7745,0,1.55,-0.653722,0,0.896278,CP
Mark-to-Market Performance Summary,Data,Equity and Index Options,STNG 21JUL23 46 C,-1,0,2.1500,1.9250,22.5,-4.5,-0.64905,0,17.35095,CP
Mark-to-Market Performance Summary,Data,Equity and Index Options,STNG 21JUL23 50 P,1,1,6.2072,6.5636,35.64,0,0,0,35.64,
Mark-to-Market Performance Summary,Data,Equity and Index Options,STX 21JUL23 55 C,-1,-1,6.5880,8.7409,-215.29,0,0,0,-215.29,CP
Mark-to-Market Performance Summary,Data,Equity and Index Options,TD 21JUL23 50 C,-1,-1,9.5605,9.2721,28.84,0,0,0,28.84,CP
Mark-to-Market Performance Summary,Data,Equity and Index Options,TGT 21JUL23 130 C,-1,-1,3.7250,3.4750,25,0,0,0,25,CP
Mark-to-Market Performance Summary,Data,Equity and Index Options,TGT 21JUL23 140 P,1,1,13.4175,13.9126,49.51,0,0,0,49.51,
Mark-to-Market Performance Summary,Data,Equity and Index Options,TSM 07JUL23 90 C,-1,-1,13.1054,17.2915,-418.61,0,0,0,-418.61,CP
Mark-to-Market Performance Summary,Data,Equity and Index Options,XLK 21JUL23 139 C,-1,-1,27.6644,31.2604,-359.6,0,0,0,-359.6,
Mark-to-Market Performance Summary,Data,Equity and Index Options,XLY 16JUN23 146 C,-1,-1,15.3859,18.0454,-265.95,0,0,0,-265.95,
Mark-to-Market Performance Summary,Data,Total,,,,,,-3503.97,-45.95,-4.735804,0,-3554.655804,
Mark-to-Market Performance Summary,Data,Forex,CAD,0.0042153,0.0042153,0.74958,0.74808,-0.00000632,0,0,0,-0.00000632,
Mark-to-Market Performance Summary,Data,Forex,USD,3627.06200117,4338.43451867,1.0000,1.0000,0,0,0,0,0,
Mark-to-Market Performance Summary,Data,Total,,,,,,-0.00000632,0,0,0,-0.00000632,
Mark-to-Market Performance Summary,Data,Total (All Assets),,,,,,131.02999368,-17.95,-5.6274825,108,215.45251118,
Realized & Unrealized Performance Summary,Header,Asset Category,Symbol,Cost Adj.,Realized S/T Profit,Realized S/T Loss,Realized L/T Profit,Realized L/T Loss,Realized Total,Unrealized S/T Profit,Unrealized S/T Loss,Unrealized L/T Profit,Unrealized L/T Loss,Unrealized Total,Total,Code
Realized & Unrealized Performance Summary,Data,Stocks,APA,0,0,0,0,0,0,0,-1225.370257,0,0,-1225.370257,-1225.370257,
Realized & Unrealized Performance Summary,Data,Stocks,BOH,0,448.10832175,0,0,0,448.10832175,0,0,0,0,0,448.10832175,CP
Realized & Unrealized Performance Summary,Data,Stocks,BX,0,0,0,0,0,0,238.629743,0,0,0,238.629743,238.629743,CP
Realized & Unrealized Performance Summary,Data,Stocks,C,0,0,0,0,0,0,247.629743,0,0,0,247.629743,247.629743,CP
Realized & Unrealized Performance Summary,Data,Stocks,CMA,0,0,0,0,0,0,0,-90.370257,0,0,-90.370257,-90.370257,CP
Realized & Unrealized Performance Summary,Data,Stocks,CVE,0,0,0,0,0,0,0,-418.940514,0,0,-418.940514,-418.940514,
Realized & Unrealized Performance Summary,Data,Stocks,CWH,0,0,0,0,0,0,0,-19.370257,0,0,-19.370257,-19.370257,CP
Realized & Unrealized Performance Summary,Data,Stocks,DKS,0,0,0,0,0,0,166.629743,-1383.370257,0,0,-1216.740514,-1216.740514,CP
Realized & Unrealized Performance Summary,Data,Stocks,EBAY,0,0,0,0,0,0,82.629743,0,0,0,82.629743,82.629743,CP
Realized & Unrealized Performance Summary,Data,Stocks,EQT,0,0,0,0,0,0,525.629743,0,0,0,525.629743,525.629743,CP
Realized & Unrealized Performance Summary,Data,Stocks,HAS,0,0,0,0,0,0,0,-337.370257,0,0,-337.370257,-337.370257,
Realized & Unrealized Performance Summary,Data,Stocks,HP,0,0,0,0,0,0,0,-2793.840514,0,0,-2793.840514,-2793.840514,
Realized & Unrealized Performance Summary,Data,Stocks,HPQ,0,0,0,0,0,0,0,0,0,-1827.840514,-1827.840514,-1827.840514,
Realized & Unrealized Performance Summary,Data,Stocks,JWN,0,0,0,0,0,0,807.159486,0,0,0,807.159486,807.159486,CP
Realized & Unrealized Performance Summary,Data,Stocks,M,0,0,0,0,0,0,62.159486,0,0,0,62.159486,62.159486,CP
Realized & Unrealized Performance Summary,Data,Stocks,MSFT,0,0,0,0,0,0,14669.259486,0,0,0,14669.259486,14669.259486,CP
Realized & Unrealized Performance Summary,Data,Stocks,NKE,0,0,0,0,0,0,0,-228.370257,0,0,-228.370257,-228.370257,CP
Realized & Unrealized Performance Summary,Data,Stocks,NUE,0,0,0,0,0,0,0,0,4741.749743,0,4741.749743,4741.749743,
Realized & Unrealized Performance Summary,Data,Stocks,NXPI,0,0,0,0,0,0,1432.629743,0,0,0,1432.629743,1432.629743,
Realized & Unrealized Performance Summary,Data,Stocks,PARA,0,0,0,0,0,0,0,0,0,-3474.840514,-3474.840514,-3474.840514,
Realized & Unrealized Performance Summary,Data,Stocks,PHM,0,0,0,0,0,0,87.629743,0,0,0,87.629743,87.629743,CP
Realized & Unrealized Performance Summary,Data,Stocks,QQQM,0,0,0,0,0,0,0,0,0,-1473.060257,-1473.060257,-1473.060257,
Realized & Unrealized Performance Summary,Data,Stocks,SCHW,0,0,0,0,0,0,0,-2840.370257,0,0,-2840.370257,-2840.370257,
Realized & Unrealized Performance Summary,Data,Stocks,STLD,0,0,0,0,0,0,0,-5652.740514,0,0,-5652.740514,-5652.740514,
Realized & Unrealized Performance Summary,Data,Stocks,STNG,0,0,0,0,0,0,0,-1850.370257,0,0,-1850.370257,-1850.370257,CP
Realized & Unrealized Performance Summary,Data,Stocks,STX,0,0,0,0,0,0,285.629743,0,0,0,285.629743,285.629743,CP
Realized & Unrealized Performance Summary,Data,Stocks,TD,0,0,0,0,0,0,0,-176.370257,0,0,-176.370257,-176.370257,CP
Realized & Unrealized Performance Summary,Data,Stocks,TGT,0,0,0,0,0,0,0,-3712.370257,0,0,-3712.370257,-3712.370257,CP
Realized & Unrealized Performance Summary,Data,Stocks,TSM,0,0,0,0,0,0,839.629743,0,0,0,839.629743,839.629743,CP
Realized & Unrealized Performance Summary,Data,Stocks,XLK,0,0,0,0,0,0,0,0,91.829743,0,91.829743,91.829743,
Realized & Unrealized Performance Summary,Data,Stocks,XLY,0,0,0,0,0,0,0,0,0,-3363.170257,-3363.170257,-3363.170257,
Realized & Unrealized Performance Summary,Data,Total,,0,448.10832175,0,0,0,448.10832175,19445.246145,-20729.224112,4833.579486,-10138.911542,-6589.310023,-6141.20170125,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,APA 16JUN23 31 C,0,0,0,0,0,0,0,-93.00253,0,0,-93.00253,-93.00253,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,APA 16JUN23 35 P,0,0,0,0,0,0,0,-138.57905,0,0,-138.57905,-138.57905,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,BOH 16JUN23 30 C,0,0,-395.112672,0,0,-395.112672,0,0,0,0,0,-395.112672,CP
Realized & Unrealized Performance Summary,Data,Equity and Index Options,BX 21JUL23 70 C,0,0,0,0,0,0,0,-182.526538,0,0,-182.526538,-182.526538,CP
Realized & Unrealized Performance Summary,Data,Equity and Index Options,C 16JUN23 40 C,0,0,0,0,0,0,0,-161.857018,0,0,-161.857018,-161.857018,CP
Realized & Unrealized Performance Summary,Data,Equity and Index Options,CMA 21JUL23 35 C,0,0,0,0,0,0,70.012478,0,0,0,70.012478,70.012478,CP
Realized & Unrealized Performance Summary,Data,Equity and Index Options,CVE 16JUN23 15 C,0,0,0,0,0,0,334.261588,0,0,0,334.261588,334.261588,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,CVE 16JUN23 15 P,0,0,0,0,0,0,0,-132.24905,0,0,-132.24905,-132.24905,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,CWH 15SEP23 26 C,0,0,0,0,0,0,13.73539,0,0,0,13.73539,13.73539,CP
Realized & Unrealized Performance Summary,Data,Equity and Index Options,DKS 16JUN23 110 C,0,0,0,0,0,0,286.585846,0,0,0,286.585846,286.585846,CP
Realized & Unrealized Performance Summary,Data,Equity and Index Options,DKS 16JUN23 122 C,0,0,0,0,0,0,0,-947.05469,0,0,-947.05469,-947.05469,CP
Realized & Unrealized Performance Summary,Data,Equity and Index Options,DKS 16JUN23 130 P,0,0,0,0,0,0,0,-800.29905,0,0,-800.29905,-800.29905,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,EBAY 21JUL23 40 C,0,0,0,0,0,0,0,-68.885402,0,0,-68.885402,-68.885402,CP
Realized & Unrealized Performance Summary,Data,Equity and Index Options,EQT 16JUN23 27 C,0,0,0,0,0,0,0,-462.506874,0,0,-462.506874,-462.506874,CP
Realized & Unrealized Performance Summary,Data,Equity and Index Options,HAS 21JUL23 50 C,0,0,0,0,0,0,0,-426.007914,0,0,-426.007914,-426.007914,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,HP 16JUN23 32.5 C,0,0,0,0,0,0,44.374308,0,0,0,44.374308,44.374308,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,HP 16JUN23 35 P,0,0,0,0,0,0,0,-289.1581,0,0,-289.1581,-289.1581,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,HPQ 16JUN23 27 C,0,20.673432,0,0,0,20.673432,0,0,0,0,0,20.673432,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,HPQ 16JUN23 30 P,0,0,0,0,0,0,0,-166.6581,0,0,-166.6581,-166.6581,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,HPQ 18AUG23 27 C,0,0,0,0,0,0,0,-31.188772,0,0,-31.188772,-31.188772,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,JWN 16JUN23 14.5 C,0,0,0,0,0,0,0,-717.968904,0,0,-717.968904,-717.968904,CP
Realized & Unrealized Performance Summary,Data,Equity and Index Options,M 21JUL23 14 C,0,0,0,0,0,0,0,-40.548816,0,0,-40.548816,-40.548816,CP
Realized & Unrealized Performance Summary,Data,Equity and Index Options,MSFT 21JUL23 205 C,0,0,0,0,0,0,0,-6526.3956,0,0,-6526.3956,-6526.3956,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,MSFT 21JUL23 245 C,0,0,0,0,0,0,0,-4679.494874,0,0,-4679.494874,-4679.494874,CP
Realized & Unrealized Performance Summary,Data,Equity and Index Options,NKE 30JUN23 100 C,0,0,0,0,0,0,249.739454,0,0,0,249.739454,249.739454,CP
Realized & Unrealized Performance Summary,Data,Equity and Index Options,NUE 21JUL23 130 C,0,0,0,0,0,0,0,-1225.817578,0,0,-1225.817578,-1225.817578,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,NUE 21JUL23 135 P,0,0,0,0,0,0,0,-784.19905,0,0,-784.19905,-784.19905,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,NXPI 16JUN23 140 C,0,0,0,0,0,0,0,-1105.68213,0,0,-1105.68213,-1105.68213,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,PARA 16JUN23 14 C,0,0,0,0,0,0,0,-358.704148,0,0,-358.704148,-358.704148,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,PARA 16JUN23 17.5 P,0,0,0,0,0,0,0,-204.2181,0,0,-204.2181,-204.2181,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,PHM 21JUL23 65 C,0,0,0,0,0,0,0,-81.397658,0,0,-81.397658,-81.397658,CP
Realized & Unrealized Performance Summary,Data,Equity and Index Options,QQQM 16JUN23 120 C,0,0,0,0,0,0,0,-1496.482242,0,0,-1496.482242,-1496.482242,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,SCHW 16JUN23 47.5 C,0,0,0,0,0,0,0,-335.79405,0,0,-335.79405,-335.79405,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,SCHW 16JUN23 57.5 P,0,0,0,0,0,0,0,-106.40905,0,0,-106.40905,-106.40905,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,STLD 16JUN23 95 C,0,0,0,0,0,0,0,-162.692172,0,0,-162.692172,-162.692172,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,STLD 16JUN23 100 P,0,0,0,0,0,0,0,-429.14905,0,0,-429.14905,-429.14905,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,STLD 16JUN23 115 P,0,0,0,0,0,0,0,-418.30905,0,0,-418.30905,-418.30905,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,STNG 21JUL23 44 C,0,0,0,0,0,0,0.896278,0,0,0,0.896278,0.896278,CP
Realized & Unrealized Performance Summary,Data,Equity and Index Options,STNG 21JUL23 46 C,0,246.6959,0,0,0,246.6959,0,0,0,0,0,246.6959,CP
Realized & Unrealized Performance Summary,Data,Equity and Index Options,STNG 21JUL23 50 P,0,0,0,0,0,0,126.11095,0,0,0,126.11095,126.11095,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,STX 21JUL23 55 C,0,0,0,0,0,0,0,-252.146474,0,0,-252.146474,-252.146474,CP
Realized & Unrealized Performance Summary,Data,Equity and Index Options,TD 21JUL23 50 C,0,0,0,0,0,0,237.729182,0,0,0,237.729182,237.729182,CP
Realized & Unrealized Performance Summary,Data,Equity and Index Options,TGT 21JUL23 130 C,0,0,0,0,0,0,203.794094,0,0,0,203.794094,203.794094,CP
Realized & Unrealized Performance Summary,Data,Equity and Index Options,TGT 21JUL23 140 P,0,0,0,0,0,0,740.22095,0,0,0,740.22095,740.22095,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,TSM 07JUL23 90 C,0,0,0,0,0,0,0,-745.20937,0,0,-745.20937,-745.20937,CP
Realized & Unrealized Performance Summary,Data,Equity and Index Options,XLK 21JUL23 139 C,0,0,0,0,0,0,0,-328.763874,0,0,-328.763874,-328.763874,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,XLY 16JUN23 146 C,0,0,0,0,0,0,0,-1189.246418,0,0,-1189.246418,-1189.246418,
Realized & Unrealized Performance Summary,Data,Total,,0,267.369332,-395.112672,0,0,-127.74334,2307.460518,-25088.601696,0,0,-22781.141178,-22908.884518,
Realized & Unrealized Performance Summary,Data,Forex,CAD,0,0,0,0,0,0,0.00002,0,0,0,0.00002,0.00002,
Realized & Unrealized Performance Summary,Data,Total,,0,0,0,0,0,0,0.00002,0,0,0,0.00002,0.00002,
Realized & Unrealized Performance Summary,Data,Total (All Assets),,0,715.47765375,-395.112672,0,0,320.36498175,21752.706683,-45817.825808,4833.579486,-10138.911542,-29370.451181,-29050.08619925,
Month & Year to Date Performance Summary,Header,Asset Category,Symbol,Description,Mark-to-Market MTD,Mark-to-Market YTD,Realized S/T MTD,Realized S/T YTD,Realized L/T MTD,Realized L/T YTD
Month & Year to Date Performance Summary,Data,Stocks,ACI,ALBERTSONS COS INC - CLASS A,0,1244.1984935,0,-3075.7420205,0,0
Month & Year to Date Performance Summary,Data,Stocks,AEM,AGNICO EAGLE MINES LTD,0,-1199.1061,0,71.463001,0,0
Month & Year to Date Performance Summary,Data,Stocks,ALL,ALLSTATE CORP,0,-975.30075,0,0,0,-391.122176
Month & Year to Date Performance Summary,Data,Stocks,APA,APA CORP,128,-1175.37025725,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,BBY,BEST BUY CO INC,0,-979.43875725,0,77.500553,0,0
