Statement,Header,Field Name,Field Value
Statement,Data,BrokerName,Interactive Brokers Canada Inc.
Statement,Data,BrokerAddress,"1800 McGill College Avenue, Suite 2106, Montreal, Quebec, Canada  H3A 3J6"
Statement,Data,Title,Activity Statement
Statement,Data,Period,"June 8, 2023"
Statement,Data,WhenGenerated,"2023-06-09, 16:37:26 EDT"
Account Information,Header,Field Name,Field Value
Account Information,Data,Name,John Smith
Account Information,Data,Account Alias,RRSP
Account Information,Data,Account,U2084273
Account Information,Data,Account Type,Individual
Account Information,Data,Customer Type,Registered Retirement Savings Plan
Account Information,Data,Account Capabilities,Cash
Account Information,Data,Base Currency,USD
Net Asset Value,Header,Asset Class,Prior Total,Current Long,Current Short,Current Total,Change
Net Asset Value,Data,Cash ,3297.486079501,3433.486082662,0,3433.486082662,136.000003161
Net Asset Value,Data,Stock,327479,328030,0,328030,551
Net Asset Value,Data,Options,-56955.72,4567.24,-61522.08,-56954.84,0.88
Net Asset Value,Data,Dividend Accruals,411,275,0,275,-136
Net Asset Value,Data,Total,274231.766079501,336305.726082662,-61522.08,274783.646082662,551.880003161
Net Asset Value,Header,Time Weighted Rate of Return
Net Asset Value,Data,0.201245833%
Change in NAV,Header,Field Name,Field Value
Change in NAV,Data,Starting Value,274231.766079501
Change in NAV,Data,Mark-to-Market,551.88000316
Change in NAV,Data,Dividends,136
Change in NAV,Data,Change in Dividend Accruals,-136
Change in NAV,Data,Ending Value,274783.646082662
Mark-to-Market Performance Summary,Header,Asset Category,Symbol,Prior Quantity,Current Quantity,Prior Price,Current Price,Mark-to-Market P/L Position,Mark-to-Market P/L Transaction,Mark-to-Market P/L Commissions,Mark-to-Market P/L Other,Mark-to-Market P/L Total,Code
Mark-to-Market Performance Summary,Data,Stocks,NUE,100,100,147.9300,146.8400,-109,0,0,0,-109,
Mark-to-Market Performance Summary,Data,Stocks,NXPI,100,100,186.4500,187.4600,101,0,0,0,101,
Mark-to-Market Performance Summary,Data,Stocks,PARA,200,200,16.4000,16.5800,36,0,0,0,36,
Mark-to-Market Performance Summary,Data,Stocks,QQQM,100,100,143.4900,145.1800,169,0,0,0,169,
Mark-to-Market Performance Summary,Data,Stocks,SCHW,100,100,55.6300,55.0300,-60,0,0,0,-60,
Mark-to-Market Performance Summary,Data,Stocks,STLD,200,200,101.3700,100.3600,-202,0,0,0,-202,
Mark-to-Market Performance Summary,Data,Stocks,STNG,100,100,46.3300,44.8700,-146,0,0,0,-146,CP
Mark-to-Market Performance Summary,Data,Stocks,TD,100,100,58.2400,59.1700,93,0,0,0,93,CP
Mark-to-Market Performance Summary,Data,Stocks,TGT,100,100,131.7500,131.2700,-48,0,0,0,-48,CP
Mark-to-Market Performance Summary,Data,Stocks,TSM,100,100,100.2900,99.9400,-35,0,0,0,-35,CP
Mark-to-Market Performance Summary,Data,Stocks,XLK,100,100,163.4200,165.1900,177,0,0,0,177,
Mark-to-Market Performance Summary,Data,Stocks,XLY,100,100,158.0300,160.3700,234,0,0,0,234,
Mark-to-Market Performance Summary,Data,Total,,,,,,551,0,0,136,687,
Mark-to-Market Performance Summary,Data,Equity and Index Options,APA 16JUN23 31 C,-1,-1,3.5569,3.1601,39.68,0,0,0,39.68,
Mark-to-Market Performance Summary,Data,Equity and Index Options,APA 16JUN23 35 P,1,1,1.2438,1.4366,19.28,0,0,0,19.28,
Mark-to-Market Performance Summary,Data,Equity and Index Options,BOH 16JUN23 30 C,-1,-1,17.9843,17.4752,50.91,0,0,0,50.91,CP
Mark-to-Market Performance Summary,Data,Equity and Index Options,BX 21JUL23 70 C,-1,-1,18.0982,19.3762,-127.8,0,0,0,-127.8,CP
Mark-to-Market Performance Summary,Data,Equity and Index Options,C 16JUN23 40 C,-1,-1,8.1087,8.1641,-5.54,0,0,0,-5.54,CP
Mark-to-Market Performance Summary,Data,Equity and Index Options,CVE 16JUN23 15 C,-2,-2,2.6208,2.3353,57.1,0,0,0,57.1,
Mark-to-Market Performance Summary,Data,Equity and Index Options,CVE 16JUN23 15 P,1,1,0.0236,0.0142,-0.94,0,0,0,-0.94,
Mark-to-Market Performance Summary,Data,Equity and Index Options,DKS 16JUN23 110 C,-1,-1,25.5578,25.0242,53.36,0,0,0,53.36,CP
Mark-to-Market Performance Summary,Data,Equity and Index Options,DKS 16JUN23 122 C,-1,-1,13.6025,13.0682,53.43,0,0,0,53.43,CP
Mark-to-Market Performance Summary,Data,Equity and Index Options,DKS 16JUN23 130 P,1,1,0.9500,0.9750,2.5,0,0,0,2.5,
Mark-to-Market Performance Summary,Data,Equity and Index Options,EBAY 21JUL23 40 C,-1,-1,5.5749,6.0641,-48.92,0,0,0,-48.92,CP
Mark-to-Market Performance Summary,Data,Equity and Index Options,EQT 16JUN23 27 C,-1,-1,11.8917,12.0290,-13.73,0,0,0,-13.73,CP
Mark-to-Market Performance Summary,Data,Equity and Index Options,FDX 16JUN23 155 C,-1,-1,69.6385,70.0100,-37.15,0,0,0,-37.15,
Mark-to-Market Performance Summary,Data,Equity and Index Options,HAS 21JUL23 50 C,-1,-1,11.7293,11.6287,10.06,0,0,0,10.06,
Mark-to-Market Performance Summary,Data,Equity and Index Options,HP 16JUN23 32.5 C,-2,-2,2.6521,2.7357,-16.72,0,0,0,-16.72,
Mark-to-Market Performance Summary,Data,Equity and Index Options,HP 16JUN23 35 P,2,2,0.9723,0.8500,-24.46,0,0,0,-24.46,
Mark-to-Market Performance Summary,Data,Equity and Index Options,HPQ 16JUN23 27 C,-2,-2,2.9683,3.0442,-15.18,0,0,0,-15.18,
Mark-to-Market Performance Summary,Data,Equity and Index Options,HPQ 16JUN23 30 P,2,2,0.6256,0.5537,-14.38,0,0,0,-14.38,
Mark-to-Market Performance Summary,Data,Equity and Index Options,JWN 16JUN23 14.5 C,-2,-2,4.9254,4.8944,6.2,0,0,0,6.2,CP
Mark-to-Market Performance Summary,Data,Equity and Index Options,M 21JUL23 14 C,-2,-2,2.4251,2.2306,38.9,0,0,0,38.9,CP
Mark-to-Market Performance Summary,Data,Equity and Index Options,MSFT 21JUL23 205 C,-1,-1,120.6535,121.6159,-96.24,0,0,0,-96.24,
Mark-to-Market Performance Summary,Data,Equity and Index Options,MSFT 21JUL23 245 C,-1,-1,81.0687,81.9683,-89.96,0,0,0,-89.96,CP
Mark-to-Market Performance Summary,Data,Equity and Index Options,NKE 30JUN23 100 C,-1,-1,9.2923,8.4269,86.54,0,0,0,86.54,CP
Mark-to-Market Performance Summary,Data,Equity and Index Options,NUE 21JUL23 130 C,-1,-1,19.8563,18.7436,111.27,0,0,0,111.27,
Mark-to-Market Performance Summary,Data,Equity and Index Options,NUE 21JUL23 135 P,1,1,2.3050,2.5200,21.5,0,0,0,21.5,
Mark-to-Market Performance Summary,Data,Equity and Index Options,NXPI 16JUN23 140 C,-1,-1,46.5760,47.5484,-97.24,0,0,0,-97.24,
Mark-to-Market Performance Summary,Data,Equity and Index Options,PARA 16JUN23 14 C,-2,-2,2.4415,2.6047,-32.64,0,0,0,-32.64,
Mark-to-Market Performance Summary,Data,Equity and Index Options,PARA 16JUN23 17.5 P,2,2,1.3139,1.1379,-35.2,0,0,0,-35.2,
Mark-to-Market Performance Summary,Data,Equity and Index Options,QQQM 16JUN23 120 C,-1,-1,23.6913,25.4181,-172.68,0,0,0,-172.68,
Mark-to-Market Performance Summary,Data,Equity and Index Options,SCHW 16JUN23 47.5 C,-1,-1,8.3067,7.6387,66.8,0,0,0,66.8,
Mark-to-Market Performance Summary,Data,Equity and Index Options,SCHW 16JUN23 57.5 P,1,1,2.3527,2.7785,42.58,0,0,0,42.58,
Mark-to-Market Performance Summary,Data,Equity and Index Options,STLD 16JUN23 95 C,-2,-2,7.2217,6.2186,200.62,0,0,0,200.62,
Mark-to-Market Performance Summary,Data,Equity and Index Options,STLD 16JUN23 100 P,1,1,1.9500,2.2000,25,0,0,0,25,
Mark-to-Market Performance Summary,Data,Equity and Index Options,STLD 16JUN23 115 P,1,1,13.6346,14.6688,103.42,0,0,0,103.42,
Mark-to-Market Performance Summary,Data,Equity and Index Options,STNG 21JUL23 46 C,-1,-1,2.9996,2.2000,79.96,0,0,0,79.96,CP
Mark-to-Market Performance Summary,Data,Equity and Index Options,STNG 21JUL23 50 P,1,1,5.1315,6.1400,100.85,0,0,0,100.85,
Mark-to-Market Performance Summary,Data,Equity and Index Options,TD 21JUL23 50 C,-1,-1,8.5639,9.4477,-88.38,0,0,0,-88.38,CP
Mark-to-Market Performance Summary,Data,Equity and Index Options,TGT 21JUL23 130 C,-1,-1,6.5195,5.9735,54.6,0,0,0,54.6,CP
Mark-to-Market Performance Summary,Data,Equity and Index Options,TGT 21JUL23 140 P,1,1,9.3191,9.8561,53.7,0,0,0,53.7,
Mark-to-Market Performance Summary,Data,Equity and Index Options,TSM 07JUL23 90 C,-1,-1,10.8088,10.4969,31.19,0,0,0,31.19,CP
Mark-to-Market Performance Summary,Data,Equity and Index Options,XLK 21JUL23 139 C,-1,-1,25.3107,26.9654,-165.47,0,0,0,-165.47,
Mark-to-Market Performance Summary,Data,Equity and Index Options,XLY 16JUN23 146 C,-1,-1,12.3912,14.6506,-225.94,0,0,0,-225.94,
Mark-to-Market Performance Summary,Data,Total,,,,,,0.88,0,0,0,0.88,
Mark-to-Market Performance Summary,Data,Forex,CAD,0.0042153,0.0042153,0.74789,0.74864,0.00000316,0,0,0,0.00000316,
Mark-to-Market Performance Summary,Data,Forex,USD,3297.48292692,3433.48292692,1.0000,1.0000,0,0,0,0,0,
Mark-to-Market Performance Summary,Data,Total,,,,,,0.00000316,0,0,0,0.00000316,
Mark-to-Market Performance Summary,Data,Total (All Assets),,,,,,551.88000316,0,0,136,687.88000316,
Realized & Unrealized Performance Summary,Header,Asset Category,Symbol,Cost Adj.,Realized S/T Profit,Realized S/T Loss,Realized L/T Profit,Realized L/T Loss,Realized Total,Unrealized S/T Profit,Unrealized S/T Loss,Unrealized L/T Profit,Unrealized L/T Loss,Unrealized Total,Total,Code
Realized & Unrealized Performance Summary,Data,Stocks,APA,0,0,0,0,0,0,0,-1131.370257,0,0,-1131.370257,-1131.370257,
Realized & Unrealized Performance Summary,Data,Stocks,BOH,0,0,0,0,0,0,607.629743,0,0,0,607.629743,607.629743,CP
Realized & Unrealized Performance Summary,Data,Stocks,BX,0,0,0,0,0,0,115.629743,0,0,0,115.629743,115.629743,CP
Realized & Unrealized Performance Summary,Data,Stocks,C,0,0,0,0,0,0,212.629743,0,0,0,212.629743,212.629743,CP
Realized & Unrealized Performance Summary,Data,Stocks,CVE,0,0,0,0,0,0,0,-292.940514,0,0,-292.940514,-292.940514,
Realized & Unrealized Performance Summary,Data,Stocks,DKS,0,0,0,0,0,0,123.629743,-1426.370257,0,0,-1302.740514,-1302.740514,CP
Realized & Unrealized Performance Summary,Data,Stocks,EBAY,0,0,0,0,0,0,131.629743,0,0,0,131.629743,131.629743,CP
Realized & Unrealized Performance Summary,Data,Stocks,EQT,0,0,0,0,0,0,591.629743,0,0,0,591.629743,591.629743,CP
Realized & Unrealized Performance Summary,Data,Stocks,FDX,0,0,0,0,0,0,5233.629743,0,0,0,5233.629743,5233.629743,
Realized & Unrealized Performance Summary,Data,Stocks,HAS,0,0,0,0,0,0,0,-406.370257,0,0,-406.370257,-406.370257,
Realized & Unrealized Performance Summary,Data,Stocks,HP,0,0,0,0,0,0,0,-2515.840514,0,0,-2515.840514,-2515.840514,
Realized & Unrealized Performance Summary,Data,Stocks,HPQ,0,0,0,0,0,0,0,0,0,-1907.840514,-1907.840514,-1907.840514,
Realized & Unrealized Performance Summary,Data,Stocks,JWN,0,0,0,0,0,0,641.159486,0,0,0,641.159486,641.159486,CP
Realized & Unrealized Performance Summary,Data,Stocks,M,0,0,0,0,0,0,44.159486,0,0,0,44.159486,44.159486,CP
Realized & Unrealized Performance Summary,Data,Stocks,MSFT,0,0,0,0,0,0,13351.259486,0,0,0,13351.259486,13351.259486,CP
Realized & Unrealized Performance Summary,Data,Stocks,NKE,0,0,0,0,0,0,0,-291.370257,0,0,-291.370257,-291.370257,CP
Realized & Unrealized Performance Summary,Data,Stocks,NUE,0,0,0,0,0,0,0,0,4577.749743,0,4577.749743,4577.749743,
Realized & Unrealized Performance Summary,Data,Stocks,NXPI,0,0,0,0,0,0,1243.629743,0,0,0,1243.629743,1243.629743,
Realized & Unrealized Performance Summary,Data,Stocks,PARA,0,0,0,0,0,0,0,0,0,-3460.840514,-3460.840514,-3460.840514,
Realized & Unrealized Performance Summary,Data,Stocks,QQQM,0,0,0,0,0,0,0,0,0,-1782.060257,-1782.060257,-1782.060257,
Realized & Unrealized Performance Summary,Data,Stocks,SCHW,0,0,0,0,0,0,0,-2734.370257,0,0,-2734.370257,-2734.370257,
Realized & Unrealized Performance Summary,Data,Stocks,STLD,0,0,0,0,0,0,0,-5790.740514,0,0,-5790.740514,-5790.740514,
Realized & Unrealized Performance Summary,Data,Stocks,STNG,0,0,0,0,0,0,0,-1774.370257,0,0,-1774.370257,-1774.370257,CP
Realized & Unrealized Performance Summary,Data,Stocks,TD,0,0,0,0,0,0,0,-158.370257,0,0,-158.370257,-158.370257,CP
Realized & Unrealized Performance Summary,Data,Stocks,TGT,0,0,0,0,0,0,0,-3233.370257,0,0,-3233.370257,-3233.370257,CP
Realized & Unrealized Performance Summary,Data,Stocks,TSM,0,0,0,0,0,0,127.629743,0,0,0,127.629743,127.629743,CP
Realized & Unrealized Performance Summary,Data,Stocks,XLK,0,0,0,0,0,0,0,0,0,-351.170257,-351.170257,-351.170257,
Realized & Unrealized Performance Summary,Data,Stocks,XLY,0,0,0,0,0,0,0,0,0,-3723.170257,-3723.170257,-3723.170257,
Realized & Unrealized Performance Summary,Data,Total,,0,0,0,0,0,0,22424.246145,-19755.483598,4577.749743,-11225.081799,-3978.569509,-3978.569509,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,APA 16JUN23 31 C,0,0,0,0,0,0,0,-186.71253,0,0,-186.71253,-186.71253,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,APA 16JUN23 35 P,0,0,0,0,0,0,0,-202.03905,0,0,-202.03905,-202.03905,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,BOH 16JUN23 30 C,0,0,0,0,0,0,0,-544.581122,0,0,-544.581122,-544.581122,CP
Realized & Unrealized Performance Summary,Data,Equity and Index Options,BX 21JUL23 70 C,0,0,0,0,0,0,0,-57.686538,0,0,-57.686538,-57.686538,CP
Realized & Unrealized Performance Summary,Data,Equity and Index Options,C 16JUN23 40 C,0,0,0,0,0,0,0,-126.467018,0,0,-126.467018,-126.467018,CP
Realized & Unrealized Performance Summary,Data,Equity and Index Options,CVE 16JUN23 15 C,0,0,0,0,0,0,211.681588,0,0,0,211.681588,211.681588,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,CVE 16JUN23 15 P,0,0,0,0,0,0,0,-135.82905,0,0,-135.82905,-135.82905,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,DKS 16JUN23 110 C,0,0,0,0,0,0,329.505846,0,0,0,329.505846,329.505846,CP
Realized & Unrealized Performance Summary,Data,Equity and Index Options,DKS 16JUN23 122 C,0,0,0,0,0,0,0,-907.47469,0,0,-907.47469,-907.47469,CP
Realized & Unrealized Performance Summary,Data,Equity and Index Options,DKS 16JUN23 130 P,0,0,0,0,0,0,0,-752.79905,0,0,-752.79905,-752.79905,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,EBAY 21JUL23 40 C,0,0,0,0,0,0,0,-118.465402,0,0,-118.465402,-118.465402,CP
Realized & Unrealized Performance Summary,Data,Equity and Index Options,EQT 16JUN23 27 C,0,0,0,0,0,0,0,-530.956874,0,0,-530.956874,-530.956874,CP
Realized & Unrealized Performance Summary,Data,Equity and Index Options,FDX 16JUN23 155 C,0,0,0,0,0,0,0,-1359.746626,0,0,-1359.746626,-1359.746626,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,HAS 21JUL23 50 C,0,0,0,0,0,0,0,-360.527914,0,0,-360.527914,-360.527914,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,HP 16JUN23 32.5 C,0,0,0,0,0,0,0,-209.145692,0,0,-209.145692,-209.145692,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,HP 16JUN23 35 P,0,0,0,0,0,0,0,-431.9981,0,0,-431.9981,-431.9981,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,HPQ 16JUN23 27 C,0,0,0,0,0,0,76.491532,0,0,0,76.491532,76.491532,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,HPQ 16JUN23 30 P,0,0,0,0,0,0,0,-107.9181,0,0,-107.9181,-107.9181,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,JWN 16JUN23 14.5 C,0,0,0,0,0,0,0,-552.288904,0,0,-552.288904,-552.288904,CP
Realized & Unrealized Performance Summary,Data,Equity and Index Options,M 21JUL23 14 C,0,0,0,0,0,0,0,-30.528816,0,0,-30.528816,-30.528816,CP
Realized & Unrealized Performance Summary,Data,Equity and Index Options,MSFT 21JUL23 205 C,0,0,0,0,0,0,0,-5869.4356,0,0,-5869.4356,-5869.4356,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,MSFT 21JUL23 245 C,0,0,0,0,0,0,0,-4024.914874,0,0,-4024.914874,-4024.914874,CP
Realized & Unrealized Performance Summary,Data,Equity and Index Options,NKE 30JUN23 100 C,0,0,0,0,0,0,288.249454,0,0,0,288.249454,288.249454,CP
Realized & Unrealized Performance Summary,Data,Equity and Index Options,NUE 21JUL23 130 C,0,0,0,0,0,0,0,-1114.067578,0,0,-1114.067578,-1114.067578,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,NUE 21JUL23 135 P,0,0,0,0,0,0,0,-736.69905,0,0,-736.69905,-736.69905,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,NXPI 16JUN23 140 C,0,0,0,0,0,0,0,-925.52213,0,0,-925.52213,-925.52213,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,PARA 16JUN23 14 C,0,0,0,0,0,0,0,-376.344148,0,0,-376.344148,-376.344148,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,PARA 16JUN23 17.5 P,0,0,0,0,0,0,0,-203.0781,0,0,-203.0781,-203.0781,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,QQQM 16JUN23 120 C,0,0,0,0,0,0,0,-1198.872242,0,0,-1198.872242,-1198.872242,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,SCHW 16JUN23 47.5 C,0,0,0,0,0,0,0,-444.92405,0,0,-444.92405,-444.92405,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,SCHW 16JUN23 57.5 P,0,0,0,0,0,0,0,-188.84905,0,0,-188.84905,-188.84905,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,STLD 16JUN23 95 C,0,0,0,0,0,0,0,-96.032172,0,0,-96.032172,-96.032172,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,STLD 16JUN23 100 P,0,0,0,0,0,0,0,-371.64905,0,0,-371.64905,-371.64905,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,STLD 16JUN23 115 P,0,0,0,0,0,0,0,-347.76905,0,0,-347.76905,-347.76905,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,STNG 21JUL23 46 C,0,0,0,0,0,0,224.34495,0,0,0,224.34495,224.34495,CP
Realized & Unrealized Performance Summary,Data,Equity and Index Options,STNG 21JUL23 50 P,0,0,0,0,0,0,83.75095,0,0,0,83.75095,83.75095,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,TD 21JUL23 50 C,0,0,0,0,0,0,220.169182,0,0,0,220.169182,220.169182,CP
Realized & Unrealized Performance Summary,Data,Equity and Index Options,TGT 21JUL23 130 C,0,0,0,0,0,0,0,-46.055906,0,0,-46.055906,-46.055906,CP
Realized & Unrealized Performance Summary,Data,Equity and Index Options,TGT 21JUL23 140 P,0,0,0,0,0,0,334.57095,0,0,0,334.57095,334.57095,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,TSM 07JUL23 90 C,0,0,0,0,0,0,0,-65.74937,0,0,-65.74937,-65.74937,CP
Realized & Unrealized Performance Summary,Data,Equity and Index Options,XLK 21JUL23 139 C,0,0,0,0,0,0,100.736126,0,0,0,100.736126,100.736126,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,XLY 16JUN23 146 C,0,0,0,0,0,0,0,-849.766418,0,0,-849.766418,-849.766418,
Realized & Unrealized Performance Summary,Data,Total,,0,0,0,0,0,0,1869.500578,-23474.894264,0,0,-21605.393686,-21605.393686,
Realized & Unrealized Performance Summary,Data,Forex,CAD,0,0,0,0,0,0,0.000023,0,0,0,0.000023,0.000023,
Realized & Unrealized Performance Summary,Data,Total,,0,0,0,0,0,0,0.000023,0,0,0,0.000023,0.000023,
Realized & Unrealized Performance Summary,Data,Total (All Assets),,0,0,0,0,0,0,24293.746746,-43230.377862,4577.749743,-11225.081799,-25583.963172,-25583.963172,
Month & Year to Date Performance Summary,Header,Asset Category,Symbol,Description,Mark-to-Market MTD,Mark-to-Market YTD,Realized S/T MTD,Realized S/T YTD,Realized L/T MTD,Realized L/T YTD
Month & Year to Date Performance Summary,Data,Stocks,ACI,ALBERTSONS COS INC - CLASS A,0,1244.1984935,0,-3075.7420205,0,0
Month & Year to Date Performance Summary,Data,Stocks,AEM,AGNICO EAGLE MINES LTD,0,-1199.1061,0,71.463001,0,0
Month & Year to Date Performance Summary,Data,Stocks,ALL,ALLSTATE CORP,0,-975.30075,0,0,0,-391.122176
Month & Year to Date Performance Summary,Data,Stocks,APA,APA CORP,222,-1081.37025725,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,BBY,BEST BUY CO INC,0,-979.43875725,0,77.500553,0,0
Month & Year to Date Performance Summary,Data,Stocks,BOH,BANK OF HAWAII CORP,827,607.62974275,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,BX,BLACKSTONE INC,302,197.62974275,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,C,CITIGROUP INC,378,263.62974275,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,CF,CF INDUSTRIES HOLDINGS INC,0,-580.0777,0,-2892.637007,0,0
Month & Year to Date Performance Summary,Data,Stocks,CMRE,COSTAMARE INC,0,109.818725,0,-3248.843164,0,0
Month & Year to Date Performance Summary,Data,Stocks,CPG,CRESCENT POINT ENERGY CORP,0,267.7057285,0,-482.8458155,0,0
Month & Year to Date Performance Summary,Data,Stocks,CSCO,CISCO SYSTEMS INC,0,-290.42075725,0,399.871913,0,0
Month & Year to Date Performance Summary,Data,Stocks,CVE,CENOVUS ENERGY INC,268,-402.76,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,DKS,DICK'S SPORTING GOODS INC,1492,-1202.7405145,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,EBAY,EBAY INC,307,131.62974275,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,EGY,VAALCO ENERGY INC,0,-447.9093,0,-3832.80677,0,0
Month & Year to Date Performance Summary,Data,Stocks,EOG,EOG RESOURCES INC,0,-932.289758,0,118.241329,0,0
Month & Year to Date Performance Summary,Data,Stocks,EQT,EQT CORP,435,606.62974275,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,FDX,FEDEX CORPORATION,703,5296,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,FL,FOOT LOCKER INC,0,-1215.0215145,0,315.557224,0,0
Month & Year to Date Performance Summary,Data,Stocks,GM,GENERAL MOTORS CO,0,-620.40875725,0,59.534305,0,0
Month & Year to Date Performance Summary,Data,Stocks,HAS,HASBRO INC,174,-266.37025725,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,HP,HELMERICH & PAYNE,927,-2321.8405145,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,HPQ,HP INC,196,739,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,JWN,NORDSTROM INC,816,641.1594855,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,KLIC,KULICKE & SOFFA INDUSTRIES,0,-7.11526,0,-1003.139358,0,0
Month & Year to Date Performance Summary,Data,Stocks,KSS,KOHLS CORP,-32.0289,-171.39915725,71.547401,71.547401,0,0
